id,regency_id,name
950205,9502,Batom
950206,9502,Borme
950207,9502,Kiwirok Timur
950208,9502,Aboy
950209,9502,Pepera
950210,9502,Bime
950211,9502,Alemsom
950212,9502,Okbape
950213,9502,Kalomdol
950214,9502,Oksop
950215,9502,Serambakon
950216,9502,Ok Aom
950217,9502,Kawor
950218,9502,Awinbon
950219,9502,Tarup
950220,9502,Okhika
950221,9502,Oksamol
950222,9502,Oklip
950223,9502,Okbemtau
950224,9502,Oksebang
950225,9502,Okbab
950226,9502,Batani
950227,9502,Weime
950228,9502,Murkim
950229,9502,Mofinop
950230,9502,Jetfa
950231,9502,Teiraplu
950232,9502,Eipumek
950233,9502,Pamek
950234,9502,Nongme
950301,9503,Kurima
950302,9503,Anggruk
950303,9503,Ninia
950304,9503,Silimo
950305,9503,Samenage
950306,9503,Nalca
950307,9503,Dekai
950308,9503,Obio
950309,9503,Suru Suru
950310,9503,Wusama
950311,9503,Amuma
950312,9503,Musaik
950313,9503,Pasema
950314,9503,Hogio
950315,9503,Mugi
950316,9503,Soba
950317,9503,Werima
950318,9503,Tangma
950319,9503,Ukha
950320,9503,Panggema
950321,9503,Kosarek
950322,9503,Nipsan
950323,9503,Ubahak
950324,9503,Pronggoli
950325,9503,Walma
950326,9503,Yahuliambut
950327,9503,Hereapini
950328,9503,Ubalihi
950329,9503,Talambo
950330,9503,Puldama
950331,9503,Endomen
950332,9503,Kona
950333,9503,Dirwemna
950334,9503,Holuwon
950335,9503,Lolat
950336,9503,Soloikma
950337,9503,Sela
950338,9503,Korupun
950339,9503,Langda
950340,9503,Bomela
950341,9503,Suntamon
950342,9503,Seradala
950343,9503,Sobaham
950344,9503,Kabianggama
950345,9503,Kwelamdua
950346,9503,Kwikma
950347,9503,Hilipuk
950348,9503,Duram
950349,9503,Yogosem
950350,9503,Kayo
950351,9503,Sumo
950401,9504,Karubaga
950402,9504,Bokondini
950403,9504,Kanggime
950404,9504,Kembu
950405,9504,Goyage
950406,9504,Wunim
950407,9504,Wina
950408,9504,Umagi
950409,9504,Panaga
950410,9504,Woniki
950411,9504,Kubu
950412,9504,Konda/Kondaga
950413,9504,Nelawi
950414,9504,Kuari
950415,9504,Bokoneri
950416,9504,Bewani
950417,9504,Nabunage
950418,9504,Gilubandu
950419,9504,Nunggawi
950420,9504,Gundagi
950421,9504,Numba
950422,9504,Timori
950423,9504,Dundu
950424,9504,Geya
950425,9504,Egiam
950426,9504,Poganeri
950427,9504,Kamboneri
950428,9504,Airgaram
950429,9504,Wari/Taiyeve II
950430,9504,Dow
950431,9504,Tagineri
950432,9504,Yuneri
950433,9504,Wakuwo
950434,9504,Gika
950435,9504,Telenggeme
950436,9504,Anawi
950437,9504,Wenam
950438,9504,Wugi
950439,9504,Danime
950440,9504,Tagime
950441,9504,Kai
950442,9504,Aweku
950443,9504,Bogonuk
950444,9504,Li Anogomma
950445,9504,Biuk
950446,9504,Yuko
950501,9505,Kobakma
950502,9505,Kelila
950503,9505,Eragayam
950504,9505,Megambilis
950505,9505,Ilugwa
950601,9506,Elelim
950602,9506,Apalapsili
950603,9506,Abenaho
950604,9506,Benawa
950605,9506,Welarek
950701,9507,Tiom
950702,9507,Pirime
950703,9507,Makki
950704,9507,Gamelia
950705,9507,Dimba
950706,9507,Melagineri
950707,9507,Balingga
950708,9507,Tiomneri
950709,9507,Kuyawage
950710,9507,Poga
950711,9507,Niname
950712,9507,Nogi
950713,9507,Yiginua
950714,9507,Tiom Ollo
950715,9507,Yugungwi
950716,9507,Mokoni
950717,9507,Wereka
950718,9507,Milimbo
950719,9507,Wiringgambut
950720,9507,Gollo
950721,9507,Awina
950722,9507,Ayumnati
950723,9507,Wano Barat
950724,9507,Goa Balim
950725,9507,Bruwa
950726,9507,Balingga Barat
950727,9507,Gupura
950728,9507,Kolawa
950729,9507,Gelok Beam
950730,9507,Kuly Lanny
950731,9507,Lannyna
950732,9507,Karu
950733,9507,Yiluk
950734,9507,Guna
950735,9507,Kelulome
950736,9507,Nikogwe
950737,9507,Muara
950738,9507,Buguk Gona
950739,9507,Melagi
950801,9508,Kenyam
950802,9508,Mapenduma
950803,9508,Yigi
950804,9508,Wosak
950805,9508,Geselma
950806,9508,Mugi
950807,9508,Mbuwa
950808,9508,Gearek
950809,9508,Koroptak
950810,9508,Kegayem
950811,9508,Paro
950812,9508,Mebarok
950813,9508,Yenggelo
950814,9508,Kilmid
950815,9508,Alama
950816,9508,Yal
950817,9508,Mam
950818,9508,Dal
950819,9508,Nirkuri
950820,9508,Inikgal
950821,9508,Iniye
950822,9508,Mbulmu Yalma
950823,9508,Mbua Tengah
950824,9508,Embetpen
950825,9508,Kora
950826,9508,Wusi
950827,9508,Pija
950828,9508,Moba
950829,9508,Wutpaga
950830,9508,Nenggeagin
950831,9508,Krepkuri
950832,9508,Pasir Putih
960101,9601,Makbon
960102,9601,Beraur
960103,9601,Salawati
960104,9601,Seget
960105,9601,Aimas
960106,9601,Klamono
960107,9601,Sayosa
960108,9601,Segun
960109,9601,Mayamuk
960110,9601,Salawati Selatan
960111,9601,Klabot
960112,9601,Klawak
960113,9601,Maudus
960114,9601,Mariat
960115,9601,Klayili
960116,9601,Klaso
960117,9601,Moisegen
960118,9601,Sorong
960119,9601,Bagun
960120,9601,Wemak
960121,9601,Sunook
960122,9601,Buk
960123,9601,Saengkeduk
960124,9601,Malabotom
960125,9601,Konhir
960126,9601,Klasafet
960127,9601,Hobard
960128,9601,Salawati Tengah
960129,9601,Botain
960130,9601,Sayosa Timur
960201,9602,Teminabuan
960202,9602,Inanwatan
960203,9602,Sawiat
960204,9602,Kokoda
960205,9602,Moswaren
960206,9602,Seremuk
960207,9602,Wayer
960208,9602,Kais
960209,9602,Konda
960210,9602,Matemani
960211,9602,Kokoda Utara
960212,9602,Saifi
960213,9602,Fokour
960214,9602,Salkma
960215,9602,Kais Darat
960301,9603,Misool (Misool Utara)
960302,9603,Waigeo Utara
960303,9603,Waigeo Selatan
960304,9603,Salawati Utara
960305,9603,Ayau
960306,9603,Misool Timur
960307,9603,Waigeo Barat
960308,9603,Waigeo Timur
960309,9603,Teluk Mayalibit
960310,9603,Kofiau
960311,9603,Meos Mansar
960312,9603,Misool Selatan
960313,9603,Warwarbomi
960314,9603,Waigeo Barat Kepulauan
960315,9603,Misool Barat
960316,9603,Kepulauan Sembilan
960317,9603,Kota Waisai
960318,9603,Tiplol Mayalibit
960319,9603,Batanta Utara
960320,9603,Salawati Barat
960321,9603,Salawati Tengah
960322,9603,Supnin
960323,9603,Kepulauan Ayau
960324,9603,Batanta Selatan
960401,9604,Fef
960402,9604,Miyah
960403,9604,Yembun
960404,9604,Kwoor
960405,9604,Sausapor
960406,9604,Abun
960407,9604,Syujak
960408,9604,Moraid
960409,9604,Kebar
960410,9604,Amberbaken
960411,9604,Senopi
960412,9604,Mubrani
960413,9604,Bikar
960414,9604,Bamusbama
960415,9604,Ases
960416,9604,Miyah Selatan
960417,9604,Ireres
960418,9604,Tobouw
960419,9604,Wilhem Roumbouts
960420,9604,Tinggouw
960421,9604,Kwesefo
960422,9604,Mawabuan
960423,9604,Kebar Timur
960424,9604,Kebar Selatan
960425,9604,Manekar
960426,9604,Mpur
960427,9604,Amberbaken Barat
960428,9604,Kasi
960429,9604,Selemkai
960501,9605,Aifat
960502,9605,Aifat Utara
960503,9605,Aifat Timur
960504,9605,Aifat Selatan
960505,9605,Aitinyo Barat
960506,9605,Aitinyo
960507,9605,Aitinyo Utara
960508,9605,Ayamaru
960509,9605,Ayamaru Utara
960510,9605,Ayamaru Timur
960511,9605,Mare
960512,9605,Aifat Timur Tengah
960513,9605,Aifat Timur Jauh
960514,9605,Aifat Timur Selatan
960515,9605,Ayamaru Selatan
960516,9605,Ayamaru Jaya
960517,9605,Ayamaru Selatan Jaya
960518,9605,Ayamaru Timur Selatan
960519,9605,Ayamaru Utara Timur
960520,9605,Ayamaru Tengah
960521,9605,Ayamaru Barat
960522,9605,Aitinyo Tengah
960523,9605,Aitinyo Raya
960524,9605,Mare Selatan
967101,9671,Sorong
967102,9671,Sorong Timur
967103,9671,Sorong Barat
967104,9671,Sorong Kepulauan
967105,9671,Sorong Utara
967106,9671,Sorong Manoi
967107,9671,Sorong Kota
967108,9671,Klaurung
967109,9671,Malaimsimsa
967110,9671,Maladum Mes
